customer_id,credit_limit,sex,education,marital_status,age,payment_status_sep,payment_status_aug,payment_status_jul,payment_status_jun,payment_status_may,payment_status_apr,bill_amount_sep,bill_amount_aug,bill_amount_jul,bill_amount_jun,bill_amount_may,bill_amount_apr,payment_amount_sep,payment_amount_aug,payment_amount_jul,payment_amount_jun,payment_amount_may,payment_amount_apr,default_next_month,delay_months_apr,delay_months_may,delay_months_jun,delay_months_jul,delay_months_aug,delay_months_sep,credit_utilization_apr,credit_utilization_may,credit_utilization_jun,credit_utilization_jul,credit_utilization_aug,credit_utilization_sep,avg_credit_utilization_6m,early_utilization_avg,recent_utilization_avg,utilization_change,months_with_delay,maximum_delay_months,early_delay_avg,recent_delay_avg,delay_change,no_payment_with_bill_apr,no_payment_with_bill_may,no_payment_with_bill_jun,no_payment_with_bill_jul,no_payment_with_bill_aug,no_payment_with_bill_sep,months_no_payment_with_bill,default_flag,utilization_band,utilization_trend,delay_group,utilization_per_10pct,risk_segment,recommended_action
13388,280000,male,high_school,married,37,0,0,0,0,0,0,271276,275970,280276,188923,192333,195774,16991,10447,6006,6006,6147,5001,default,0,0,0,0,0,0,69.92,68.69,67.47,100.1,98.56,96.88,83.6,68.69,98.51,29.82,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,High (60-100%),Increasing,No Delay,8.36,Watchlist,Monitor closely and send early payment reminders
13389,20000,male,high_school,married,45,-1,2,0,0,2,0,5577,5346,9984,19089,18356,17203,0,5000,10089,0,2000,4166,No default,0,2,0,0,2,0,86.02,91.78,95.44,49.92,26.73,27.88,62.96,91.08,34.84,-56.24,2,2,0.67,0.67,0.0,0,0,1,0,0,1,2,0,High (60-100%),Decreasing,2 Months,6.296,High Risk,Contact customer and review before increasing credit
13390,340000,female,high_school,married,36,-1,2,2,-1,-1,2,2566,1689,-11,35947,83360,82516,8,0,35958,50000,0,10000,No default,2,0,0,2,2,0,24.27,24.52,10.57,0.0,0.5,0.75,10.1,19.79,0.42,-19.37,3,2,0.67,1.33,0.66,0,1,0,0,1,0,2,0,Low (0-30%),Decreasing,2 Months,1.01,High Risk,Contact customer and review before increasing credit
13391,60000,male,university,single,25,2,2,2,0,0,0,36090,22083,15444,13695,17598,17472,2017,5,1000,5000,1000,603,default,0,0,0,2,2,2,29.12,29.33,22.82,25.74,36.8,60.15,33.99,27.09,40.9,13.81,3,2,0.0,2.0,2.0,0,0,0,0,0,0,0,1,Moderate (30-60%),Increasing,2 Months,3.399,High Risk,Contact customer and review before increasing credit
13392,20000,male,graduate_school,married,62,0,0,0,0,0,0,17607,18711,9540,10540,11540,0,1500,1000,1000,1000,0,0,No default,0,0,0,0,0,0,0.0,57.7,52.7,47.7,93.56,88.04,56.62,36.8,76.43,39.63,0,0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,Moderate (30-60%),Increasing,No Delay,5.662,Low Risk,Continue normal service and routine monitoring
13393,50000,female,graduate_school,single,25,0,0,0,0,0,0,23794,22588,20376,10203,9868,9700,1398,1136,483,340,368,300,No default,0,0,0,0,0,0,19.4,19.74,20.41,40.75,45.18,47.59,32.18,19.85,44.51,24.66,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Moderate (30-60%),Increasing,No Delay,3.218,Low Risk,Continue normal service and routine monitoring
13394,200000,female,university,married,35,0,0,0,0,0,0,71561,74084,74770,75826,77741,79597,4000,3010,2600,3000,3000,3000,No default,0,0,0,0,0,0,39.8,38.87,37.91,37.39,37.04,35.78,37.8,38.86,36.74,-2.12,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Moderate (30-60%),Stable,No Delay,3.78,Low Risk,Continue normal service and routine monitoring
13395,180000,female,graduate_school,single,30,0,0,0,0,0,0,40311,43847,50763,69026,32030,33679,10000,10000,23000,5000,4000,3500,No default,0,0,0,0,0,0,18.71,17.79,38.35,28.2,24.36,22.4,24.97,24.95,24.99,0.04,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,2.497,Low Risk,Continue normal service and routine monitoring
13396,240000,female,graduate_school,married,34,0,0,0,0,0,0,41484,42522,43538,44402,45333,46551,1709,1725,1589,1646,1972,1263,No default,0,0,0,0,0,0,19.4,18.89,18.5,18.14,17.72,17.28,18.32,18.93,17.71,-1.22,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,1.832,Low Risk,Continue normal service and routine monitoring
13397,360000,male,university,single,32,0,0,0,2,0,0,33215,28683,16989,12751,10272,9631,1331,6478,14,443,6093,190,No default,0,0,2,0,0,0,2.68,2.85,3.54,4.72,7.97,9.23,5.16,3.02,7.31,4.29,1,2,0.67,0.0,-0.67,0,0,0,0,0,0,0,0,Low (0-30%),Stable,2 Months,0.516,High Risk,Contact customer and review before increasing credit
13398,50000,female,university,married,26,0,0,0,0,-1,0,49744,40859,20706,-1166,19133,19127,1500,1206,0,20689,697,641,No default,0,0,0,0,0,0,38.25,38.27,0.0,41.41,81.72,99.49,49.86,25.51,74.21,48.7,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,Moderate (30-60%),Increasing,No Delay,4.986,Low Risk,Continue normal service and routine monitoring
13399,100000,male,high_school,single,50,0,0,0,0,0,0,95889,96791,97414,69166,53270,-1465,4200,2785,2291,1965,1465,62121,No default,0,0,0,0,0,0,0.0,53.27,69.17,97.41,96.79,95.89,68.76,40.81,96.7,55.89,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Increasing,No Delay,6.876,Watchlist,Monitor closely and send early payment reminders
13400,80000,female,high_school,single,26,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,default,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.33,0.33,0,0,0,0,0,0,0,1,Low (0-30%),Stable,1 Month,0.0,Watchlist,Monitor closely and send early payment reminders
13401,50000,female,high_school,married,32,2,2,2,2,2,2,46364,47429,46345,49231,48537,46774,2100,0,3600,1900,0,3285,default,2,2,2,2,2,2,93.55,97.07,98.46,92.69,94.86,92.73,94.89,96.36,93.43,-2.93,6,2,2.0,2.0,0.0,0,1,0,0,1,0,2,1,High (60-100%),Stable,2 Months,9.489,Critical Risk,Urgent human review and offer repayment support
13402,420000,female,high_school,single,27,-2,-2,-1,0,0,0,1486,-3341,116659,119808,122181,130976,2679,120000,5003,5000,10979,5016,default,0,0,0,0,0,0,31.18,29.09,28.53,27.78,0.0,0.35,19.49,29.6,9.38,-20.22,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,Low (0-30%),Decreasing,No Delay,1.9489999999999998,Low Risk,Continue normal service and routine monitoring
13403,190000,female,graduate_school,married,35,-1,-1,0,0,0,0,980,68738,105265,126905,150953,153223,68738,50000,26905,30000,7000,10000,No default,0,0,0,0,0,0,80.64,79.45,66.79,55.4,36.18,0.52,53.16,75.63,30.7,-44.93,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Moderate (30-60%),Decreasing,No Delay,5.316,Low Risk,Continue normal service and routine monitoring
13404,180000,female,university,married,33,1,-1,0,0,0,0,-84,482,6566,6905,7385,7847,982,6500,1000,1000,1000,1000,No default,0,0,0,0,0,1,4.36,4.1,3.84,3.65,0.27,0.0,2.7,4.1,1.31,-2.79,1,1,0.0,0.33,0.33,0,0,0,0,0,0,0,0,Low (0-30%),Stable,1 Month,0.27,Watchlist,Monitor closely and send early payment reminders
13405,40000,female,graduate_school,single,22,0,0,0,0,0,0,34521,35662,36918,37478,20650,0,2000,2000,1071,1500,0,0,default,0,0,0,0,0,0,0.0,51.62,93.7,92.3,89.16,86.3,68.85,48.44,89.25,40.81,0,0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,High (60-100%),Increasing,No Delay,6.885,Watchlist,Monitor closely and send early payment reminders
13406,50000,male,university,single,43,1,2,2,0,0,0,44344,45363,44326,44901,45844,48385,2021,0,1596,1655,3684,0,default,0,0,0,2,2,1,96.77,91.69,89.8,88.65,90.73,88.69,91.06,92.75,89.36,-3.39,3,2,0.0,1.67,1.67,1,0,0,0,1,0,2,1,High (60-100%),Stable,2 Months,9.106,High Risk,Contact customer and review before increasing credit
13407,10000,male,university,single,23,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,default,7,7,7,7,2,2,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,0.0,6,7,7.0,3.67,-3.33,1,1,1,1,1,1,6,1,Low (0-30%),Stable,3+ Months,2.4,Critical Risk,Urgent human review and offer repayment support
13408,200000,female,graduate_school,single,39,0,0,0,0,0,0,155693,158710,133245,131906,135533,137809,6000,5000,4871,5905,5491,5000,No default,0,0,0,0,0,0,68.9,67.77,65.95,66.62,79.36,77.85,71.08,67.54,74.61,7.07,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Stable,No Delay,7.108,Watchlist,Monitor closely and send early payment reminders
13409,120000,male,high_school,married,39,-1,-1,-1,0,0,0,7764,10721,30607,25005,19771,34315,10730,30629,0,0,27000,18125,No default,0,0,0,0,0,0,28.6,16.48,20.84,25.51,8.93,6.47,17.81,21.97,13.64,-8.33,0,0,0.0,0.0,0.0,0,0,1,1,0,0,2,0,Low (0-30%),Stable,No Delay,1.781,Low Risk,Continue normal service and routine monitoring
13410,100000,female,university,married,48,2,2,2,0,0,0,44050,44508,42925,45596,46022,46785,1800,0,3548,1668,1677,1668,No default,0,0,0,2,2,2,46.78,46.02,45.6,42.92,44.51,44.05,44.98,46.13,43.83,-2.3,3,2,0.0,2.0,2.0,0,0,0,0,1,0,1,0,Moderate (30-60%),Stable,2 Months,4.497999999999999,High Risk,Contact customer and review before increasing credit
13411,100000,female,graduate_school,single,24,0,-1,-1,-2,-2,-2,93411,4081,0,0,0,0,11645,0,0,0,0,0,No default,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.08,93.41,16.25,0.0,32.5,32.5,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,Low (0-30%),Increasing,No Delay,1.625,Low Risk,Continue normal service and routine monitoring
13412,360000,male,graduate_school,single,29,0,0,0,-2,-1,-1,229928,32890,-10,-10,2150,0,4905,0,0,2160,0,0,No default,0,0,0,0,0,0,0.0,0.6,0.0,0.0,9.14,63.87,12.27,0.2,24.34,24.14,0,0,0.0,0.0,0.0,0,1,0,0,1,0,2,0,Low (0-30%),Increasing,No Delay,1.2269999999999999,Low Risk,Continue normal service and routine monitoring
13413,100000,female,university,married,28,-1,-1,-1,-1,-1,-1,316,316,316,316,2588,782,316,316,316,2588,1098,0,default,0,0,0,0,0,0,0.78,2.59,0.32,0.32,0.32,0.32,0.78,1.23,0.32,-0.91,0,0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,Low (0-30%),Stable,No Delay,0.078,Low Risk,Continue normal service and routine monitoring
13414,290000,female,university,married,49,-1,-1,-1,-1,-1,-1,5287,2323,704,2135,1591,5392,2334,707,2145,1599,5419,5039,default,0,0,0,0,0,0,1.86,0.55,0.74,0.24,0.8,1.82,1.0,1.05,0.95,-0.1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,Low (0-30%),Stable,No Delay,0.1,Low Risk,Continue normal service and routine monitoring
13415,240000,male,graduate_school,single,34,1,2,-1,-1,0,0,40286,38008,9497,9124,7128,2745,14,9497,9124,2000,1200,1000,No default,0,0,0,0,2,1,1.14,2.97,3.8,3.96,15.84,16.79,7.42,2.64,12.2,9.56,2,2,0.0,1.0,1.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,2 Months,0.742,High Risk,Contact customer and review before increasing credit
13416,290000,female,university,married,37,0,0,0,0,-1,0,48978,58858,36129,20369,29521,59219,20078,5017,509,29526,35000,93600,No default,0,0,0,0,0,0,20.42,10.18,7.02,12.46,20.3,16.89,14.55,12.54,16.55,4.01,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,1.455,Low Risk,Continue normal service and routine monitoring
13417,500000,female,university,single,33,-2,-1,0,0,-2,-2,11058,18578,84087,50058,35036,4757,18641,75207,5100,5089,118,1647,No default,0,0,0,0,0,0,0.95,7.01,10.01,16.82,3.72,2.21,6.79,5.99,7.58,1.59,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,0.679,Low Risk,Continue normal service and routine monitoring
13418,50000,male,university,married,32,1,3,2,2,2,2,14949,14424,15888,15335,16485,16070,0,2000,0,1400,0,1600,default,2,2,2,2,3,1,32.14,32.97,30.67,31.78,28.85,29.9,31.05,31.93,30.18,-1.75,6,3,2.0,2.0,0.0,0,1,0,1,0,1,3,1,Moderate (30-60%),Stable,3+ Months,3.105,Critical Risk,Urgent human review and offer repayment support
13419,220000,female,university,single,30,0,0,0,0,0,0,18598,24781,22901,23815,37748,16657,10000,2015,5000,20000,3000,1210,No default,0,0,0,0,0,0,7.57,17.16,10.82,10.41,11.26,8.45,10.94,11.85,10.04,-1.81,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,1.0939999999999999,Low Risk,Continue normal service and routine monitoring
13420,20000,male,university,married,44,0,0,0,0,0,0,17441,17696,18672,18654,19584,19390,1309,1285,657,2000,388,390,default,0,0,0,0,0,0,96.95,97.92,93.27,93.36,88.48,87.2,92.86,96.05,89.68,-6.37,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,High (60-100%),Stable,No Delay,9.286,Watchlist,Monitor closely and send early payment reminders
13421,420000,female,university,married,36,0,0,0,0,0,0,185882,172613,134188,121983,111256,103481,10000,10000,10000,11256,13841,15059,No default,0,0,0,0,0,0,24.64,26.49,29.04,31.95,41.1,44.26,32.91,26.72,39.1,12.38,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Moderate (30-60%),Increasing,No Delay,3.2909999999999995,Low Risk,Continue normal service and routine monitoring
13422,100000,female,graduate_school,single,29,2,2,2,2,2,2,74032,75557,76434,74611,79292,80945,3300,2700,0,5900,3100,0,No default,2,2,2,2,2,2,80.94,79.29,74.61,76.43,75.56,74.03,76.81,78.28,75.34,-2.94,6,2,2.0,2.0,0.0,1,0,0,1,0,0,2,0,High (60-100%),Stable,2 Months,7.681,Critical Risk,Urgent human review and offer repayment support
13423,230000,female,graduate_school,married,43,-1,-1,-1,-1,-1,3,3245,1855,5776,1332,5342,3162,1867,5816,1340,5342,4,0,default,3,0,0,0,0,0,1.37,2.32,0.58,2.51,0.81,1.41,1.5,1.42,1.58,0.16,1,3,1.0,0.0,-1.0,1,0,0,0,0,0,1,1,Low (0-30%),Stable,3+ Months,0.15,Critical Risk,Urgent human review and offer repayment support
13424,50000,female,university,married,53,0,0,0,0,-1,2,46940,48372,48184,3736,2003,380,2188,1000,75,2003,0,0,default,2,0,0,0,0,0,0.76,4.01,7.47,96.37,96.74,93.88,49.87,4.08,95.66,91.58,1,2,0.67,0.0,-0.67,1,1,0,0,0,0,2,1,Moderate (30-60%),Increasing,2 Months,4.987,High Risk,Contact customer and review before increasing credit
13425,70000,male,graduate_school,married,42,0,0,2,2,0,0,119687,127218,128391,125183,124527,125255,11100,4551,9,4230,4253,4545,No default,0,0,2,2,0,0,178.94,177.9,178.83,183.42,181.74,170.98,178.64,178.56,178.71,0.15,2,2,0.67,0.67,0.0,0,0,0,0,0,0,0,0,Over Limit (>100%),Stable,2 Months,17.863999999999997,High Risk,Contact customer and review before increasing credit
13426,180000,male,graduate_school,single,31,-1,-1,-1,-1,-1,-1,914,907,900,923,922,900,907,900,923,922,900,946,No default,0,0,0,0,0,0,0.5,0.51,0.51,0.5,0.5,0.51,0.5,0.51,0.5,-0.01,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,0.05,Low Risk,Continue normal service and routine monitoring
13427,90000,male,graduate_school,single,27,-1,-1,-1,-1,-1,-1,3382,4983,3396,1457,750,3091,4983,3396,1464,750,3091,5943,No default,0,0,0,0,0,0,3.43,0.83,1.62,3.77,5.54,3.76,3.16,1.96,4.36,2.4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,0.316,Low Risk,Continue normal service and routine monitoring
13428,50000,male,university,single,24,0,0,0,0,0,0,44193,44790,29397,29157,29765,29941,1806,1752,1168,1205,1207,1199,No default,0,0,0,0,0,0,59.88,59.53,58.31,58.79,89.58,88.39,69.08,59.24,78.92,19.68,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Increasing,No Delay,6.9079999999999995,Watchlist,Monitor closely and send early payment reminders
13429,50000,female,high_school,single,22,2,2,2,0,0,0,42717,51319,50245,9246,18992,9697,9289,300,332,400,358,350,No default,0,0,0,2,2,2,19.39,37.98,18.49,100.49,102.64,85.43,60.74,25.29,96.19,70.9,3,2,0.0,2.0,2.0,0,0,0,0,0,0,0,0,High (60-100%),Increasing,2 Months,6.074,High Risk,Contact customer and review before increasing credit
13430,60000,female,graduate_school,single,26,1,-2,-1,-1,0,0,0,0,539,37970,39354,40048,0,539,37970,2000,1500,1481,No default,0,0,0,0,0,1,66.75,65.59,63.28,0.9,0.0,0.0,32.75,65.21,0.3,-64.91,1,1,0.0,0.33,0.33,0,0,0,0,0,0,0,0,Moderate (30-60%),Decreasing,1 Month,3.275,Watchlist,Monitor closely and send early payment reminders
13431,50000,female,high_school,single,41,2,2,0,0,0,0,23203,23534,24838,25429,26020,26541,1000,2000,1000,1000,955,1500,default,0,0,0,0,2,2,53.08,52.04,50.86,49.68,47.07,46.41,49.86,51.99,47.72,-4.27,2,2,0.0,1.33,1.33,0,0,0,0,0,0,0,1,Moderate (30-60%),Stable,2 Months,4.986,High Risk,Contact customer and review before increasing credit
13432,300000,female,graduate_school,married,58,-2,-2,-2,-2,-2,-2,1257,2851,0,4319,0,0,2851,0,4319,0,0,6860,No default,0,0,0,0,0,0,0.0,0.0,1.44,0.0,0.95,0.42,0.47,0.48,0.46,-0.02,0,0,0.0,0.0,0.0,0,0,1,0,1,0,2,0,Low (0-30%),Stable,No Delay,0.047,Low Risk,Continue normal service and routine monitoring
13433,30000,female,graduate_school,single,36,0,0,2,0,-1,-1,14254,16598,15908,16029,6501,0,2890,0,321,6501,0,0,default,0,0,0,2,0,0,0.0,21.67,53.43,53.03,55.33,47.51,38.49,25.03,51.96,26.93,1,2,0.0,0.67,0.67,0,1,0,0,1,0,2,1,Moderate (30-60%),Increasing,2 Months,3.849,High Risk,Contact customer and review before increasing credit
13434,10000,male,graduate_school,single,25,0,0,0,0,0,0,9501,5794,7109,9082,7165,6951,1300,2000,3000,234,284,1149,No default,0,0,0,0,0,0,69.51,71.65,90.82,71.09,57.94,95.01,76.0,77.33,74.68,-2.65,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Stable,No Delay,7.6,Watchlist,Monitor closely and send early payment reminders
13435,70000,male,graduate_school,single,30,0,0,0,0,0,0,36201,25510,11402,8464,6464,-1000,1586,1000,0,0,0,0,No default,0,0,0,0,0,0,0.0,9.23,12.09,16.29,36.44,51.72,20.96,7.11,34.82,27.71,0,0,0.0,0.0,0.0,0,1,1,1,0,0,3,0,Low (0-30%),Increasing,No Delay,2.096,Low Risk,Continue normal service and routine monitoring
13436,160000,male,university,single,32,0,0,0,0,0,0,22506,24135,25418,28196,29961,49404,2000,2000,3000,2000,20000,2000,No default,0,0,0,0,0,0,30.88,18.73,17.62,15.89,15.08,14.07,18.71,22.41,15.01,-7.4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,1.871,Low Risk,Continue normal service and routine monitoring
13437,260000,male,university,single,30,0,0,0,0,0,0,434442,443629,452727,48238,19335,7093,10000,10031,2141,3074,3000,3000,No default,0,0,0,0,0,0,2.73,7.44,18.55,174.13,170.63,167.09,90.1,9.57,170.62,161.05,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Increasing,No Delay,9.01,Watchlist,Monitor closely and send early payment reminders
13438,360000,male,graduate_school,single,39,0,0,0,0,0,0,163150,150666,173353,156875,64965,36290,50122,50181,20609,30291,30121,30092,No default,0,0,0,0,0,0,10.08,18.05,43.58,48.15,41.85,45.32,34.51,23.9,45.11,21.21,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Moderate (30-60%),Increasing,No Delay,3.4509999999999996,Low Risk,Continue normal service and routine monitoring
13439,60000,female,high_school,married,30,1,2,0,0,0,0,15442,16091,17512,18413,19951,21454,1200,2000,1500,2000,2000,1300,No default,0,0,0,0,2,1,35.76,33.25,30.69,29.19,26.82,25.74,30.24,33.23,27.25,-5.98,2,2,0.0,1.0,1.0,0,0,0,0,0,0,0,0,Moderate (30-60%),Stable,2 Months,3.024,High Risk,Contact customer and review before increasing credit
13440,180000,female,university,single,39,0,-1,-1,-1,-1,-1,57500,785,47392,0,460,0,785,47822,0,460,0,2070,No default,0,0,0,0,0,0,0.0,0.26,0.0,26.33,0.44,31.94,9.83,0.09,19.57,19.48,0,0,0.0,0.0,0.0,0,1,0,1,0,0,2,0,Low (0-30%),Increasing,No Delay,0.983,Low Risk,Continue normal service and routine monitoring
13441,40000,female,university,single,23,2,2,2,2,2,2,33699,34766,33903,36266,36935,33441,1900,0,3200,1350,0,1400,default,2,2,2,2,2,2,83.6,92.34,90.66,84.76,86.92,84.25,87.09,88.87,85.31,-3.56,6,2,2.0,2.0,0.0,0,1,0,0,1,0,2,1,High (60-100%),Stable,2 Months,8.709,Critical Risk,Urgent human review and offer repayment support
13442,160000,male,university,single,36,-1,-1,-1,0,-1,-1,836,836,1672,836,836,836,836,1672,0,836,836,836,No default,0,0,0,0,0,0,0.52,0.52,0.52,1.04,0.52,0.52,0.61,0.52,0.69,0.17,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,Low (0-30%),Stable,No Delay,0.061,Low Risk,Continue normal service and routine monitoring
13443,610000,female,graduate_school,single,35,0,0,0,0,0,0,389335,388150,392776,399343,402432,409912,14117,14100,14144,17100,17500,3600,No default,0,0,0,0,0,0,67.2,65.97,65.47,64.39,63.63,63.83,65.08,66.21,63.95,-2.26,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Stable,No Delay,6.508,Watchlist,Monitor closely and send early payment reminders
13444,50000,female,high_school,single,35,0,0,0,0,0,0,9999,11020,12027,12109,12360,12602,1489,1496,578,594,596,613,No default,0,0,0,0,0,0,25.2,24.72,24.22,24.05,22.04,20.0,23.37,24.71,22.03,-2.68,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,2.337,Low Risk,Continue normal service and routine monitoring
13445,320000,male,graduate_school,married,48,2,2,2,2,2,2,201932,215392,218370,220977,225021,221730,18300,8000,7700,7700,0,7900,default,2,2,2,2,2,2,69.29,70.32,69.06,68.24,67.31,63.1,67.89,69.56,66.22,-3.34,6,2,2.0,2.0,0.0,0,1,0,0,0,0,1,1,High (60-100%),Stable,2 Months,6.789,Critical Risk,Urgent human review and offer repayment support
13446,150000,male,graduate_school,single,29,-1,0,0,0,0,-1,108756,152194,105290,149530,146455,141711,46980,64890,122080,106625,141711,138195,No default,0,0,0,0,0,0,94.47,97.64,99.69,70.19,101.46,72.5,89.32,97.27,81.38,-15.89,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Decreasing,No Delay,8.931999999999999,Watchlist,Monitor closely and send early payment reminders
13447,170000,male,graduate_school,married,36,-1,-1,-1,-1,-1,-1,2015,2015,2015,2015,2015,1925,2015,2015,2015,2015,1925,2105,No default,0,0,0,0,0,0,1.13,1.19,1.19,1.19,1.19,1.19,1.18,1.17,1.19,0.02,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,0.118,Low Risk,Continue normal service and routine monitoring
13448,500000,male,university,married,53,-2,-2,-2,-2,-2,-2,37979,9482,6058,7859,126683,7440,9482,6058,7859,126683,7440,8259,No default,0,0,0,0,0,0,1.49,25.34,1.57,1.21,1.9,7.6,6.52,9.47,3.57,-5.9,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,0.6519999999999999,Low Risk,Continue normal service and routine monitoring
13449,200000,male,university,married,57,-1,-1,-1,-1,-1,-1,780,0,780,390,0,390,0,780,390,0,390,390,No default,0,0,0,0,0,0,0.19,0.0,0.19,0.39,0.0,0.39,0.19,0.13,0.26,0.13,0,0,0.0,0.0,0.0,0,0,1,0,0,1,2,0,Low (0-30%),Stable,No Delay,0.019,Low Risk,Continue normal service and routine monitoring
13450,290000,female,graduate_school,single,27,0,0,0,0,0,0,110359,108371,102628,100000,92238,90447,5000,6039,4000,4000,4000,3000,No default,0,0,0,0,0,0,31.19,31.81,34.48,35.39,37.37,38.05,34.72,32.49,36.94,4.45,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Moderate (30-60%),Stable,No Delay,3.472,Low Risk,Continue normal service and routine monitoring
13451,40000,female,university,single,53,3,2,2,0,0,2,14186,15264,14708,14704,16997,16568,1600,0,500,2500,0,209,No default,2,0,0,2,2,3,41.42,42.49,36.76,36.77,38.16,35.47,38.51,40.22,36.8,-3.42,4,3,0.67,2.33,1.66,0,1,0,0,1,0,2,0,Moderate (30-60%),Stable,3+ Months,3.851,Critical Risk,Urgent human review and offer repayment support
13452,300000,female,graduate_school,single,30,-1,-1,-1,-1,-1,-1,6045,7151,4790,3145,4274,0,7157,4790,3145,4274,0,2215,No default,0,0,0,0,0,0,0.0,1.42,1.05,1.6,2.38,2.02,1.41,0.82,2.0,1.18,0,0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,Low (0-30%),Stable,No Delay,0.141,Low Risk,Continue normal service and routine monitoring
13453,50000,male,high_school,single,32,2,0,0,0,0,0,40486,41526,42539,43532,42858,43481,1691,1704,1697,1558,1727,1446,default,0,0,0,0,0,2,86.96,85.72,87.06,85.08,83.05,80.97,84.81,86.58,83.03,-3.55,1,2,0.0,0.67,0.67,0,0,0,0,0,0,0,1,High (60-100%),Stable,2 Months,8.481,High Risk,Contact customer and review before increasing credit
13454,20000,male,university,single,29,0,0,0,0,2,0,10321,11348,12359,13730,13371,13491,1200,1208,1579,0,608,2000,No default,0,2,0,0,0,0,67.46,66.86,68.65,61.8,56.74,51.6,62.18,67.66,56.71,-10.95,1,2,0.67,0.0,-0.67,0,0,1,0,0,0,1,0,High (60-100%),Decreasing,2 Months,6.218,High Risk,Contact customer and review before increasing credit
13455,30000,female,university,married,22,1,2,2,0,0,0,28933,30175,29383,29823,30379,29686,2000,0,1200,1162,1097,3846,No default,0,0,0,2,2,1,98.95,101.26,99.41,97.94,100.58,96.44,99.1,99.87,98.32,-1.55,3,2,0.0,1.67,1.67,0,0,0,0,1,0,1,0,High (60-100%),Stable,2 Months,9.91,High Risk,Contact customer and review before increasing credit
13456,140000,male,university,single,34,1,2,2,0,0,0,94153,100214,97720,98997,101439,103840,8500,0,3800,4200,4250,4100,No default,0,0,0,2,2,1,74.17,72.46,70.71,69.8,71.58,67.25,70.99,72.45,69.54,-2.91,3,2,0.0,1.67,1.67,0,0,0,0,1,0,1,0,High (60-100%),Stable,2 Months,7.098999999999999,High Risk,Contact customer and review before increasing credit
13457,80000,male,university,married,32,-1,-1,-1,-1,-1,-1,1253,4091,4111,940,1550,4030,4091,4120,949,1550,4030,6030,No default,0,0,0,0,0,0,5.04,1.94,1.18,5.14,5.11,1.57,3.33,2.72,3.94,1.22,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,0.333,Low Risk,Continue normal service and routine monitoring
